datetime,hour_of_year,day,hour_of_day,day_hour,kw_factor,grain_factor,kw
8/3/18 10:00,5146,4fri,10,4fri_10,0,0,0
8/3/18 11:00,5147,4fri,11,4fri_11,76.4739,76.4739,0
8/3/18 12:00,5148,4fri,12,4fri_12,0,0,0
8/3/18 13:00,5149,4fri,13,4fri_13,0,0,0
8/3/18 14:00,5150,4fri,14,4fri_14,0,0,0
8/3/18 15:00,5151,4fri,15,4fri_15,0,0,0
8/3/18 16:00,5152,4fri,16,4fri_16,0,0,0
8/3/18 17:00,5153,4fri,17,4fri_17,0,0,0
8/3/18 18:00,5154,4fri,18,4fri_18,0,0,0
8/3/18 19:00,5155,4fri,19,4fri_19,0,0,0
8/3/18 20:00,5156,4fri,20,4fri_20,0,0,0
8/3/18 21:00,5157,4fri,21,4fri_21,0,0,0
8/3/18 22:00,5158,4fri,22,4fri_22,0,0,0
8/3/18 23:00,5159,4fri,23,4fri_23,0,0,0
8/4/18 0:00,5160,5sat,0,5sat_00,0,0,0
8/4/18 1:00,5161,5sat,1,5sat_01,0,0,0.47962623
8/4/18 2:00,5162,5sat,2,5sat_02,36.2883,36.2883,0.47962623
8/4/18 3:00,5163,5sat,3,5sat_03,0,0,0.47962623
8/4/18 4:00,5164,5sat,4,5sat_04,0,0,0.47962623
8/4/18 5:00,5165,5sat,5,5sat_05,0,0,0.47962623
8/4/18 6:00,5166,5sat,6,5sat_06,0,0,0
8/4/18 7:00,5167,5sat,7,5sat_07,11.64506,11.64506,0
8/4/18 8:00,5168,5sat,8,5sat_08,0,0,0
8/4/18 9:00,5169,5sat,9,5sat_09,0,0,0
8/4/18 10:00,5170,5sat,10,5sat_10,0,0,0
8/4/18 11:00,5171,5sat,11,5sat_11,0,0,0
8/4/18 12:00,5172,5sat,12,5sat_12,1.43782,1.43782,0
8/4/18 13:00,5173,5sat,13,5sat_13,0,0,0
8/4/18 14:00,5174,5sat,14,5sat_14,0,0,0
8/4/18 15:00,5175,5sat,15,5sat_15,0,0,0
8/4/18 16:00,5176,5sat,16,5sat_16,0,0,0
8/4/18 17:00,5177,5sat,17,5sat_17,0,0,0
8/4/18 18:00,5178,5sat,18,5sat_18,0,0,0
8/4/18 19:00,5179,5sat,19,5sat_19,0,0,0
8/4/18 20:00,5180,5sat,20,5sat_20,0,0,0
8/4/18 21:00,5181,5sat,21,5sat_21,0,0,0
8/4/18 22:00,5182,5sat,22,5sat_22,0,0,0
8/4/18 23:00,5183,5sat,23,5sat_23,0,0,0
8/5/18 0:00,5184,6sun,0,6sun_00,0,0,0
8/5/18 1:00,5185,6sun,1,6sun_01,3.51172,3.51172,0.47962623
8/5/18 2:00,5186,6sun,2,6sun_02,0,0,0.47962623
8/5/18 3:00,5187,6sun,3,6sun_03,28.03966,28.03966,0.47962623
8/5/18 4:00,5188,6sun,4,6sun_04,0,0,0.47962623
8/5/18 5:00,5189,6sun,5,6sun_05,0,0,0.47962623
8/5/18 6:00,5190,6sun,6,6sun_06,0,0,0
8/5/18 7:00,5191,6sun,7,6sun_07,0.24864,0.24864,0
8/5/18 8:00,5192,6sun,8,6sun_08,0.01802,0.01802,0
8/5/18 9:00,5193,6sun,9,6sun_09,0,0,0
8/5/18 10:00,5194,6sun,10,6sun_10,37.0036,37.0036,0
8/5/18 11:00,5195,6sun,11,6sun_11,0.0072,0.0072,0
8/5/18 12:00,5196,6sun,12,6sun_12,56.73694,56.73694,0
8/5/18 13:00,5197,6sun,13,6sun_13,145.88652,145.88652,0
8/5/18 14:00,5198,6sun,14,6sun_14,0,0,0
8/5/18 15:00,5199,6sun,15,6sun_15,0,0,0
8/5/18 16:00,5200,6sun,16,6sun_16,0,0,0
8/5/18 17:00,5201,6sun,17,6sun_17,0,0,0
8/5/18 18:00,5202,6sun,18,6sun_18,0,0,0
8/5/18 19:00,5203,6sun,19,6sun_19,0,0,0
8/5/18 20:00,5204,6sun,20,6sun_20,0,0,0
8/5/18 21:00,5205,6sun,21,6sun_21,0,0,0
8/5/18 22:00,5206,6sun,22,6sun_22,0,0,0
8/5/18 23:00,5207,6sun,23,6sun_23,0,0,0
8/6/18 0:00,5208,0mon,0,0mon_00,0,0,0
8/6/18 1:00,5209,0mon,1,0mon_01,0.0054,0.0054,0.47962623
8/6/18 2:00,5210,0mon,2,0mon_02,0,0,0.47962623
8/6/18 3:00,5211,0mon,3,0mon_03,0,0,0.47962623
8/6/18 4:00,5212,0mon,4,0mon_04,0.0036,0.0036,0.47962623
8/6/18 5:00,5213,0mon,5,0mon_05,13.4036,13.4036,0.47962623
8/6/18 6:00,5214,0mon,6,0mon_06,38.17296,38.17296,0
8/6/18 7:00,5215,0mon,7,0mon_07,0,0,0
8/6/18 8:00,5216,0mon,8,0mon_08,0,0,0
8/6/18 9:00,5217,0mon,9,0mon_09,0.01442,0.01442,0
8/6/18 10:00,5218,0mon,10,0mon_10,0,0,0
8/6/18 11:00,5219,0mon,11,0mon_11,61.51352,61.51352,0
8/6/18 12:00,5220,0mon,12,0mon_12,0.84686,0.84686,0
8/6/18 13:00,5221,0mon,13,0mon_13,226.61802,226.61802,0
8/6/18 14:00,5222,0mon,14,0mon_14,0,0,0
8/6/18 15:00,5223,0mon,15,0mon_15,0,0,0
8/6/18 16:00,5224,0mon,16,0mon_16,0,0,0
8/6/18 17:00,5225,0mon,17,0mon_17,0,0,0
8/6/18 18:00,5226,0mon,18,0mon_18,0,0,0
8/6/18 19:00,5227,0mon,19,0mon_19,0,0,0
8/6/18 20:00,5228,0mon,20,0mon_20,0,0,0
8/6/18 21:00,5229,0mon,21,0mon_21,0,0,0
8/6/18 22:00,5230,0mon,22,0mon_22,0,0,0
8/6/18 23:00,5231,0mon,23,0mon_23,0,0,0
8/7/18 0:00,5232,1tue,0,1tue_00,0,0,0
8/7/18 1:00,5233,1tue,1,1tue_01,0,0,0.47962623
8/7/18 2:00,5234,1tue,2,1tue_02,0,0,0.47962623
8/7/18 3:00,5235,1tue,3,1tue_03,49.37656,49.37656,0.47962623
8/7/18 4:00,5236,1tue,4,1tue_04,52.64144,52.64144,0.47962623
8/7/18 5:00,5237,1tue,5,1tue_05,27.56038,27.56038,0.47962623
8/7/18 6:00,5238,1tue,6,1tue_06,85.66304,85.66304,0
8/7/18 7:00,5239,1tue,7,1tue_07,0,0,0
8/7/18 8:00,5240,1tue,8,1tue_08,0.02522,0.02522,0
8/7/18 9:00,5241,1tue,9,1tue_09,0,0,0
8/7/18 10:00,5242,1tue,10,1tue_10,0,0,0
8/7/18 11:00,5243,1tue,11,1tue_11,15.28288,15.28288,0
8/7/18 12:00,5244,1tue,12,1tue_12,0.38558,0.38558,0
8/7/18 13:00,5245,1tue,13,1tue_13,1.0162,1.0162,0
8/7/18 14:00,5246,1tue,14,1tue_14,0,0,0
8/7/18 15:00,5247,1tue,15,1tue_15,0,0,0
8/7/18 16:00,5248,1tue,16,1tue_16,0,0,0
8/7/18 17:00,5249,1tue,17,1tue_17,0,0,0
8/7/18 18:00,5250,1tue,18,1tue_18,0,0,0
8/7/18 19:00,5251,1tue,19,1tue_19,0,0,0
8/7/18 20:00,5252,1tue,20,1tue_20,0,0,0
8/7/18 21:00,5253,1tue,21,1tue_21,0,0,0
8/7/18 22:00,5254,1tue,22,1tue_22,0,0,0
8/7/18 23:00,5255,1tue,23,1tue_23,0,0,0.959252459
8/8/18 0:00,5256,2wed,0,2wed_00,0,0,0.959252459
8/8/18 1:00,5257,2wed,1,2wed_01,0,0,0.959252459
8/8/18 2:00,5258,2wed,2,2wed_02,11.56396,11.56396,0.959252459
8/8/18 3:00,5259,2wed,3,2wed_03,66.48648,66.48648,0.959252459
8/8/18 4:00,5260,2wed,4,2wed_04,0,0,0
8/8/18 5:00,5261,2wed,5,2wed_05,0,0,0
8/8/18 6:00,5262,2wed,6,2wed_06,27.32974,27.32974,0
8/8/18 7:00,5263,2wed,7,2wed_07,14.42342,14.42342,0
8/8/18 8:00,5264,2wed,8,2wed_08,0,0,0
8/8/18 9:00,5265,2wed,9,2wed_09,0,0,0
8/8/18 10:00,5266,2wed,10,2wed_10,0,0,0
8/8/18 11:00,5267,2wed,11,2wed_11,0,0,0
8/8/18 12:00,5268,2wed,12,2wed_12,254.02164,254.02164,0
8/8/18 13:00,5269,2wed,13,2wed_13,0,0,0
8/8/18 14:00,5270,2wed,14,2wed_14,0,0,0
8/8/18 15:00,5271,2wed,15,2wed_15,0,0,0
8/8/18 16:00,5272,2wed,16,2wed_16,0,0,0
8/8/18 17:00,5273,2wed,17,2wed_17,0,0,0
8/8/18 18:00,5274,2wed,18,2wed_18,0,0,0
8/8/18 19:00,5275,2wed,19,2wed_19,0,0,0
8/8/18 20:00,5276,2wed,20,2wed_20,0,0,0
8/8/18 21:00,5277,2wed,21,2wed_21,0,0,0
8/8/18 22:00,5278,2wed,22,2wed_22,0,0,0
8/8/18 23:00,5279,2wed,23,2wed_23,0,0,0
8/9/18 0:00,5280,3thu,0,3thu_00,0,0,0
8/9/18 1:00,5281,3thu,1,3thu_01,0,0,0
8/9/18 2:00,5282,3thu,2,3thu_02,0,0,0
8/9/18 3:00,5283,3thu,3,3thu_03,0,0,0
8/9/18 4:00,5284,3thu,4,3thu_04,0,0,0
8/9/18 5:00,5285,3thu,5,3thu_05,2.04502,2.04502,0
8/9/18 6:00,5286,3thu,6,3thu_06,16.6991,16.6991,0
8/9/18 7:00,5287,3thu,7,3thu_07,0,0,0
8/9/18 8:00,5288,3thu,8,3thu_08,0,0,0
8/9/18 9:00,5289,3thu,9,3thu_09,0,0,0
8/9/18 10:00,5290,3thu,10,3thu_10,0,0,0
8/9/18 11:00,5291,3thu,11,3thu_11,0,0,0
8/9/18 12:00,5292,3thu,12,3thu_12,50.28106,50.28106,0
8/9/18 13:00,5293,3thu,13,3thu_13,97.92252,97.92252,0
8/9/18 14:00,5294,3thu,14,3thu_14,0,0,0
8/9/18 15:00,5295,3thu,15,3thu_15,0,0,0
8/9/18 16:00,5296,3thu,16,3thu_16,0,0,0
8/9/18 17:00,5297,3thu,17,3thu_17,0,0,0
8/9/18 18:00,5298,3thu,18,3thu_18,0,0,0
8/9/18 19:00,5299,3thu,19,3thu_19,0,0,0
8/9/18 20:00,5300,3thu,20,3thu_20,0,0,0
8/9/18 21:00,5301,3thu,21,3thu_21,0,0,0
8/9/18 22:00,5302,3thu,22,3thu_22,0,0,0
8/9/18 23:00,5303,3thu,23,3thu_23,0,0,0
8/10/18 0:00,5304,4fri,0,4fri_00,0,0,0
8/10/18 1:00,5305,4fri,1,4fri_01,0,0,0.47962623
8/10/18 2:00,5306,4fri,2,4fri_02,0,0,0.47962623
8/10/18 3:00,5307,4fri,3,4fri_03,72.65764,72.65764,0.47962623
8/10/18 4:00,5308,4fri,4,4fri_04,0,0,0.47962623
8/10/18 5:00,5309,4fri,5,4fri_05,8.01982,8.01982,0.47962623
8/10/18 6:00,5310,4fri,6,4fri_06,16.83966,16.83966,0
8/10/18 7:00,5311,4fri,7,4fri_07,0,0,0
8/10/18 8:00,5312,4fri,8,4fri_08,0,0,0
8/10/18 9:00,5313,4fri,9,4fri_09,0,0,0
8/10/18 10:00,5314,4fri,10,4fri_10,0,0,0
8/10/18 11:00,5315,4fri,11,4fri_11,0.01082,0.01082,0
8/10/18 12:00,5316,4fri,12,4fri_12,0,0,0
8/10/18 13:00,5317,4fri,13,4fri_13,0,0,0
8/10/18 14:00,5318,4fri,14,4fri_14,0,0,0
8/10/18 15:00,5319,4fri,15,4fri_15,0,0,0
8/10/18 16:00,5320,4fri,16,4fri_16,0,0,0
8/10/18 17:00,5321,4fri,17,4fri_17,0.0036,0.0036,0
8/10/18 18:00,5322,4fri,18,4fri_18,0,0,0
8/10/18 19:00,5323,4fri,19,4fri_19,0,0,0
8/10/18 20:00,5324,4fri,20,4fri_20,0,0,0
8/10/18 21:00,5325,4fri,21,4fri_21,0,0,0
8/10/18 22:00,5326,4fri,22,4fri_22,0,0,0
8/10/18 23:00,5327,4fri,23,4fri_23,0,0,0
8/11/18 0:00,5328,5sat,0,5sat_00,0,0,0
8/11/18 1:00,5329,5sat,1,5sat_01,0,0,0.47962623
8/11/18 2:00,5330,5sat,2,5sat_02,0,0,0.47962623
8/11/18 3:00,5331,5sat,3,5sat_03,0,0,0.47962623
8/11/18 4:00,5332,5sat,4,5sat_04,0,0,0.47962623
8/11/18 5:00,5333,5sat,5,5sat_05,0,0,0.47962623
8/11/18 6:00,5334,5sat,6,5sat_06,0.03422,0.03422,0
8/11/18 7:00,5335,5sat,7,5sat_07,0,0,0
8/11/18 8:00,5336,5sat,8,5sat_08,0.72792,0.72792,0
8/11/18 9:00,5337,5sat,9,5sat_09,0,0,0
8/11/18 10:00,5338,5sat,10,5sat_10,0.33154,0.33154,0
8/11/18 11:00,5339,5sat,11,5sat_11,0,0,0
8/11/18 12:00,5340,5sat,12,5sat_12,0,0,0
8/11/18 13:00,5341,5sat,13,5sat_13,47.53152,47.53152,0
8/11/18 14:00,5342,5sat,14,5sat_14,0,0,0
8/11/18 15:00,5343,5sat,15,5sat_15,0,0,0
8/11/18 16:00,5344,5sat,16,5sat_16,0,0,0
8/11/18 17:00,5345,5sat,17,5sat_17,0,0,0
8/11/18 18:00,5346,5sat,18,5sat_18,0,0,0
8/11/18 19:00,5347,5sat,19,5sat_19,0,0,0
8/11/18 20:00,5348,5sat,20,5sat_20,0,0,0
8/11/18 21:00,5349,5sat,21,5sat_21,0,0,0
8/11/18 22:00,5350,5sat,22,5sat_22,0,0,0
8/11/18 23:00,5351,5sat,23,5sat_23,0,0,0
8/12/18 0:00,5352,6sun,0,6sun_00,0,0,0
8/12/18 1:00,5353,6sun,1,6sun_01,0,0,0.47962623
8/12/18 2:00,5354,6sun,2,6sun_02,0.0018,0.0018,0.47962623
8/12/18 3:00,5355,6sun,3,6sun_03,0,0,0.47962623
8/12/18 4:00,5356,6sun,4,6sun_04,0,0,0.47962623
8/12/18 5:00,5357,6sun,5,6sun_05,0.0036,0.0036,0.47962623
8/12/18 6:00,5358,6sun,6,6sun_06,73.6072,73.6072,0
8/12/18 7:00,5359,6sun,7,6sun_07,47.0847,47.0847,0
8/12/18 8:00,5360,6sun,8,6sun_08,12.8973,12.8973,0
8/12/18 9:00,5361,6sun,9,6sun_09,27.35316,27.35316,0
8/12/18 10:00,5362,6sun,10,6sun_10,37.0036,37.0036,0
8/12/18 11:00,5363,6sun,11,6sun_11,0.0072,0.0072,0
8/12/18 12:00,5364,6sun,12,6sun_12,0.15856,0.15856,0
8/12/18 13:00,5365,6sun,13,6sun_13,145.88652,145.88652,0
8/12/18 14:00,5366,6sun,14,6sun_14,12.21442,12.21442,0
8/12/18 15:00,5367,6sun,15,6sun_15,0,0,0
8/12/18 16:00,5368,6sun,16,6sun_16,0,0,0
8/12/18 17:00,5369,6sun,17,6sun_17,0,0,0
8/12/18 18:00,5370,6sun,18,6sun_18,0,0,0
8/12/18 19:00,5371,6sun,19,6sun_19,0,0,0
8/12/18 20:00,5372,6sun,20,6sun_20,0,0,0
8/12/18 21:00,5373,6sun,21,6sun_21,0,0,0
8/12/18 22:00,5374,6sun,22,6sun_22,0,0,0
8/12/18 23:00,5375,6sun,23,6sun_23,0,0,0
8/13/18 0:00,5376,0mon,0,0mon_00,0,0,0
8/13/18 1:00,5377,0mon,1,0mon_01,0.0054,0.0054,0.47962623
8/13/18 2:00,5378,0mon,2,0mon_02,0,0,0.47962623
8/13/18 3:00,5379,0mon,3,0mon_03,0,0,0.47962623
8/13/18 4:00,5380,0mon,4,0mon_04,0,0,0.47962623
8/13/18 5:00,5381,0mon,5,0mon_05,36.26664,36.26664,0.47962623
8/13/18 6:00,5382,0mon,6,0mon_06,96.6288,96.6288,0
8/13/18 7:00,5383,0mon,7,0mon_07,9.3153,9.3153,0
8/13/18 8:00,5384,0mon,8,0mon_08,0,0,0
8/13/18 9:00,5385,0mon,9,0mon_09,0.009,0.009,0
8/13/18 10:00,5386,0mon,10,0mon_10,0,0,0
8/13/18 11:00,5387,0mon,11,0mon_11,61.51352,61.51352,0
8/13/18 12:00,5388,0mon,12,0mon_12,136.70808,136.70808,0
8/13/18 13:00,5389,0mon,13,0mon_13,30.25044,30.25044,0
8/13/18 14:00,5390,0mon,14,0mon_14,0,0,0
8/13/18 15:00,5391,0mon,15,0mon_15,0,0,0
8/13/18 16:00,5392,0mon,16,0mon_16,0,0,0
8/13/18 17:00,5393,0mon,17,0mon_17,0,0,0
8/13/18 18:00,5394,0mon,18,0mon_18,0,0,0
8/13/18 19:00,5395,0mon,19,0mon_19,0,0,0
8/13/18 20:00,5396,0mon,20,0mon_20,0,0,0
8/13/18 21:00,5397,0mon,21,0mon_21,0,0,0
8/13/18 22:00,5398,0mon,22,0mon_22,0,0,0
8/13/18 23:00,5399,0mon,23,0mon_23,0,0,0
8/14/18 0:00,5400,1tue,0,1tue_00,0,0,0
8/14/18 1:00,5401,1tue,1,1tue_01,0,0,0.47962623
8/14/18 2:00,5402,1tue,2,1tue_02,0,0,0.47962623
8/14/18 3:00,5403,1tue,3,1tue_03,0,0,0.47962623
8/14/18 4:00,5404,1tue,4,1tue_04,52.64144,52.64144,0.47962623
8/14/18 5:00,5405,1tue,5,1tue_05,0.009,0.009,0.47962623
8/14/18 6:00,5406,1tue,6,1tue_06,41.56756,41.56756,0
8/14/18 7:00,5407,1tue,7,1tue_07,26.87568,26.87568,0
8/14/18 8:00,5408,1tue,8,1tue_08,0,0,0
8/14/18 9:00,5409,1tue,9,1tue_09,0,0,0
8/14/18 10:00,5410,1tue,10,1tue_10,97.44322,97.44322,0
8/14/18 11:00,5411,1tue,11,1tue_11,37.42342,37.42342,0
8/14/18 12:00,5412,1tue,12,1tue_12,108.3982,108.3982,0
8/14/18 13:00,5413,1tue,13,1tue_13,120.57474,120.57474,0
8/14/18 14:00,5414,1tue,14,1tue_14,0,0,0
8/14/18 15:00,5415,1tue,15,1tue_15,0,0,0
8/14/18 16:00,5416,1tue,16,1tue_16,0,0,0
8/14/18 17:00,5417,1tue,17,1tue_17,0,0,0
8/14/18 18:00,5418,1tue,18,1tue_18,0,0,0
8/14/18 19:00,5419,1tue,19,1tue_19,0,0,0
8/14/18 20:00,5420,1tue,20,1tue_20,0,0,0
8/14/18 21:00,5421,1tue,21,1tue_21,0,0,0
8/14/18 22:00,5422,1tue,22,1tue_22,0,0,0
8/14/18 23:00,5423,1tue,23,1tue_23,0,0,0.959252459
8/15/18 0:00,5424,2wed,0,2wed_00,0,0,0.959252459
8/15/18 1:00,5425,2wed,1,2wed_01,0,0,0.959252459
8/15/18 2:00,5426,2wed,2,2wed_02,12.64506,12.64506,0.959252459
8/15/18 3:00,5427,2wed,3,2wed_03,0,0,0.959252459
8/15/18 4:00,5428,2wed,4,2wed_04,0,0,0
8/15/18 5:00,5429,2wed,5,2wed_05,0,0,0
8/15/18 6:00,5430,2wed,6,2wed_06,0,0,0
8/15/18 7:00,5431,2wed,7,2wed_07,0,0,0
8/15/18 8:00,5432,2wed,8,2wed_08,0,0,0
8/15/18 9:00,5433,2wed,9,2wed_09,0,0,0
8/15/18 10:00,5434,2wed,10,2wed_10,0,0,0
8/15/18 11:00,5435,2wed,11,2wed_11,0,0,0
8/15/18 12:00,5436,2wed,12,2wed_12,254.02164,254.02164,0
8/15/18 13:00,5437,2wed,13,2wed_13,19.59276,19.59276,0
8/15/18 14:00,5438,2wed,14,2wed_14,0,0,0
8/15/18 15:00,5439,2wed,15,2wed_15,0,0,0
8/15/18 16:00,5440,2wed,16,2wed_16,0,0,0
8/15/18 17:00,5441,2wed,17,2wed_17,0,0,0
8/15/18 18:00,5442,2wed,18,2wed_18,0,0,0
8/15/18 19:00,5443,2wed,19,2wed_19,0,0,0
8/15/18 20:00,5444,2wed,20,2wed_20,0,0,0
8/15/18 21:00,5445,2wed,21,2wed_21,0,0,0
8/15/18 22:00,5446,2wed,22,2wed_22,0,0,0
8/15/18 23:00,5447,2wed,23,2wed_23,0,0,0
8/16/18 0:00,5448,3thu,0,3thu_00,0,0,0
8/16/18 1:00,5449,3thu,1,3thu_01,0,0,0
8/16/18 2:00,5450,3thu,2,3thu_02,0,0,0
8/16/18 3:00,5451,3thu,3,3thu_03,0,0,0
8/16/18 4:00,5452,3thu,4,3thu_04,15.35676,15.35676,0
8/16/18 5:00,5453,3thu,5,3thu_05,2.04502,2.04502,0
8/16/18 6:00,5454,3thu,6,3thu_06,0,0,0
8/16/18 7:00,5455,3thu,7,3thu_07,0,0,0
8/16/18 8:00,5456,3thu,8,3thu_08,0,0,0
8/16/18 9:00,5457,3thu,9,3thu_09,0,0,0
8/16/18 10:00,5458,3thu,10,3thu_10,21.62884,21.62884,0
8/16/18 11:00,5459,3thu,11,3thu_11,0,0,0
8/16/18 12:00,5460,3thu,12,3thu_12,50.28106,50.28106,0
8/16/18 13:00,5461,3thu,13,3thu_13,97.92252,97.92252,0
8/16/18 14:00,5462,3thu,14,3thu_14,0,0,0
8/16/18 15:00,5463,3thu,15,3thu_15,0,0,0
8/16/18 16:00,5464,3thu,16,3thu_16,0,0,0
8/16/18 17:00,5465,3thu,17,3thu_17,0,0,0
8/16/18 18:00,5466,3thu,18,3thu_18,0,0,0
8/16/18 19:00,5467,3thu,19,3thu_19,0,0,0
8/16/18 20:00,5468,3thu,20,3thu_20,0,0,0
8/16/18 21:00,5469,3thu,21,3thu_21,0,0,0
8/16/18 22:00,5470,3thu,22,3thu_22,0,0,0
8/16/18 23:00,5471,3thu,23,3thu_23,0,0,0
8/17/18 0:00,5472,4fri,0,4fri_00,0,0,0
8/17/18 1:00,5473,4fri,1,4fri_01,0,0,0.47962623
8/17/18 2:00,5474,4fri,2,4fri_02,17.11352,17.11352,0.47962623
8/17/18 3:00,5475,4fri,3,4fri_03,0,0,0.47962623
8/17/18 4:00,5476,4fri,4,4fri_04,0,0,0.47962623
8/17/18 5:00,5477,4fri,5,4fri_05,8.01982,8.01982,0.47962623
8/17/18 6:00,5478,4fri,6,4fri_06,0,0,0
8/17/18 7:00,5479,4fri,7,4fri_07,0,0,0
8/17/18 8:00,5480,4fri,8,4fri_08,25.14234,25.14234,0
8/17/18 9:00,5481,4fri,9,4fri_09,0,0,0
8/17/18 10:00,5482,4fri,10,4fri_10,33.33514,33.33514,0
8/17/18 11:00,5483,4fri,11,4fri_11,0.01082,0.01082,0
8/17/18 12:00,5484,4fri,12,4fri_12,224.38374,224.38374,0
8/17/18 13:00,5485,4fri,13,4fri_13,97.07388,97.07388,0
8/17/18 14:00,5486,4fri,14,4fri_14,0,0,0
8/17/18 15:00,5487,4fri,15,4fri_15,0,0,0
8/17/18 16:00,5488,4fri,16,4fri_16,0,0,0
8/17/18 17:00,5489,4fri,17,4fri_17,0,0,0
8/17/18 18:00,5490,4fri,18,4fri_18,0,0,0
8/17/18 19:00,5491,4fri,19,4fri_19,0,0,0
8/17/18 20:00,5492,4fri,20,4fri_20,0,0,0
8/17/18 21:00,5493,4fri,21,4fri_21,0,0,0
8/17/18 22:00,5494,4fri,22,4fri_22,0,0,0
8/17/18 23:00,5495,4fri,23,4fri_23,0,0,0
8/18/18 0:00,5496,5sat,0,5sat_00,0,0,0
8/18/18 1:00,5497,5sat,1,5sat_01,0,0,0.47962623
8/18/18 2:00,5498,5sat,2,5sat_02,48.44146,48.44146,0.47962623
8/18/18 3:00,5499,5sat,3,5sat_03,0,0,0.47962623
8/18/18 4:00,5500,5sat,4,5sat_04,0,0,0.47962623
8/18/18 5:00,5501,5sat,5,5sat_05,0,0,0.47962623
8/18/18 6:00,5502,5sat,6,5sat_06,0.03422,0.03422,0
8/18/18 7:00,5503,5sat,7,5sat_07,1.17656,1.17656,0
8/18/18 8:00,5504,5sat,8,5sat_08,0.01982,0.01982,0
8/18/18 9:00,5505,5sat,9,5sat_09,0,0,0
8/18/18 10:00,5506,5sat,10,5sat_10,0,0,0
8/18/18 11:00,5507,5sat,11,5sat_11,0,0,0
8/18/18 12:00,5508,5sat,12,5sat_12,195.37656,195.37656,0
8/18/18 13:00,5509,5sat,13,5sat_13,47.53152,47.53152,0
8/18/18 14:00,5510,5sat,14,5sat_14,0,0,0
8/18/18 15:00,5511,5sat,15,5sat_15,0,0,0
8/18/18 16:00,5512,5sat,16,5sat_16,0,0,0
8/18/18 17:00,5513,5sat,17,5sat_17,0,0,0
8/18/18 18:00,5514,5sat,18,5sat_18,0,0,0
8/18/18 19:00,5515,5sat,19,5sat_19,0,0,0
8/18/18 20:00,5516,5sat,20,5sat_20,0,0,0
8/18/18 21:00,5517,5sat,21,5sat_21,0,0,0
8/18/18 22:00,5518,5sat,22,5sat_22,0,0,0
8/18/18 23:00,5519,5sat,23,5sat_23,0,0,0
8/19/18 0:00,5520,6sun,0,6sun_00,0,0,0
8/19/18 1:00,5521,6sun,1,6sun_01,0,0,0.47962623
8/19/18 2:00,5522,6sun,2,6sun_02,0,0,0.47962623
8/19/18 3:00,5523,6sun,3,6sun_03,0,0,0.47962623
8/19/18 4:00,5524,6sun,4,6sun_04,0,0,0.47962623
8/19/18 5:00,5525,6sun,5,6sun_05,0,0,0.47962623
8/19/18 6:00,5526,6sun,6,6sun_06,0.0018,0.0018,0
8/19/18 7:00,5527,6sun,7,6sun_07,0,0,0
8/19/18 8:00,5528,6sun,8,6sun_08,0,0,0
8/19/18 9:00,5529,6sun,9,6sun_09,0,0,0
8/19/18 10:00,5530,6sun,10,6sun_10,2.02162,2.02162,0
8/19/18 11:00,5531,6sun,11,6sun_11,0.0072,0.0072,0
8/19/18 12:00,5532,6sun,12,6sun_12,0.15856,0.15856,0
8/19/18 13:00,5533,6sun,13,6sun_13,112.91168,112.91168,0
8/19/18 14:00,5534,6sun,14,6sun_14,12.21442,12.21442,0
8/19/18 15:00,5535,6sun,15,6sun_15,0,0,0
8/19/18 16:00,5536,6sun,16,6sun_16,0,0,0
8/19/18 17:00,5537,6sun,17,6sun_17,0,0,0
8/19/18 18:00,5538,6sun,18,6sun_18,0,0,0
8/19/18 19:00,5539,6sun,19,6sun_19,0,0,0
8/19/18 20:00,5540,6sun,20,6sun_20,0,0,0
8/19/18 21:00,5541,6sun,21,6sun_21,0,0,0
8/19/18 22:00,5542,6sun,22,6sun_22,0,0,0
8/19/18 23:00,5543,6sun,23,6sun_23,0,0,0
8/20/18 0:00,5544,0mon,0,0mon_00,0,0,0
8/20/18 1:00,5545,0mon,1,0mon_01,0.0054,0.0054,0.47962623
8/20/18 2:00,5546,0mon,2,0mon_02,0,0,0.47962623
8/20/18 3:00,5547,0mon,3,0mon_03,0,0,0.47962623
8/20/18 4:00,5548,0mon,4,0mon_04,0,0,0.47962623
8/20/18 5:00,5549,0mon,5,0mon_05,26.4955,26.4955,0.47962623
8/20/18 6:00,5550,0mon,6,0mon_06,96.6288,96.6288,0
8/20/18 7:00,5551,0mon,7,0mon_07,9.3153,9.3153,0
8/20/18 8:00,5552,0mon,8,0mon_08,0,0,0
8/20/18 9:00,5553,0mon,9,0mon_09,0.01442,0.01442,0
8/20/18 10:00,5554,0mon,10,0mon_10,0,0,0
8/20/18 11:00,5555,0mon,11,0mon_11,61.51352,61.51352,0
8/20/18 12:00,5556,0mon,12,0mon_12,263.009,263.009,0
8/20/18 13:00,5557,0mon,13,0mon_13,88.39282,88.39282,0
8/20/18 14:00,5558,0mon,14,0mon_14,0,0,0
8/20/18 15:00,5559,0mon,15,0mon_15,0,0,0
8/20/18 16:00,5560,0mon,16,0mon_16,0,0,0
8/20/18 17:00,5561,0mon,17,0mon_17,0,0,0
8/20/18 18:00,5562,0mon,18,0mon_18,0,0,0
8/20/18 19:00,5563,0mon,19,0mon_19,0,0,0
8/20/18 20:00,5564,0mon,20,0mon_20,0,0,0
